genus	abstract	link
Nitrococcus	Ni.tro.coc' cus. L. n. nitrum nitrate; Gr. n. coccus a grain, berry; M.L. masc. n. Nitrococcus nitrate sphere. Proteobacteria / Gammaproteobacteria / Chromatiales / Ectothiorhodospiraceae / Nitrococcus Spherical cells 1.5 μm or more in diameter, occurring singly or in pairs. Cells reproduce by binary fission. Intracytoplasmic membranes occur as tubes, randomly arranged throughout the cytoplasm. Gram negative. Motile by 1 or 2 flagella. Aerobic. Energy derived from the oxidation of nitrite to nitrate. Obligate lithoautotrophs. Optimal growth in 70–100% seawater enriched with nitrite and other inorganic salts. No organic growth factors required. Isolated from marine environments. The mol% G + C of the DNA is: 61.2. Type species: Nitrococcus mobilis Watson and Waterbury 1971, 224AL.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01130/abstract
Thioalkalivibrio	Thi.o.al.kal.i.vi' bri.o. Gr. n. thios sulfur; N.L. n. alkali Arabic al the; qaliy soda ash; L. v. vibrio vibrate; M.L. n. Thioalkalivibrio sulfur alkaline vibrio. Proteobacteria / Gammaproteobacteria / Chromatiales / Ectothiorhodospiraceae / Thioalkalivibrio Motile Gram-negative curved rods or spirilla (0.4–0.6 × 0.8–3.0 µm). One polar flagellum. Cell wall rippled. Possess carboxysomes. Obligate chemolithoautotrophs. Oxidize sulfide, thiosulfate, sulfur, and tetrathionate. Carbon assimilation via Calvin cycle. Halotolerant up to 1.2–1.5 M Na+; require at least 0.3 M Na+. The mol% G + C of the DNA is: 61–65.6. Type species: Thioalkalivibrio versutus Sorokin, Lysenko, Mityushina, Tourova, Jones, Rainey, Robertson and Kuenen 2001a, 579 (Thioalkalivibrio versutus (sic) Sorokin, Lysenko, Mityushina, Tourova, Jones, Rainey, Robertson and Kuenen 2001a, 579.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01131/abstract
Thiorhodospira	Thi' o.rho' do.spi' ra. Gr. n. thios sulfur; Gr. n. rhodon the rose; Gr. n. spira spiral; M.L. fem. n. Thiorhodospira the spiral rose with sulfur. Proteobacteria / Gammaproteobacteria / Chromatiales / Ectothiorhodospiraceae / Thiorhodospira Cells vibrioid or spiral-shaped, motile by means of a monopolar flagellar tuft, multiplies by binary fission. Gram-negative and belong to the Gammaproteobacteria. Internal photosynthetic membranes are parallel lamellae piercing the cytoplasm lengthwise or underlying the cytoplasmic membrane. Photosynthetic pigments are bacteriochlorophyll a and carotenoids. The mol% G + C of the DNA is: 56.0–57.4 (Tm). Type species: Thiorhodospira sibirica Bryantseva, Gorlenko, Kompantseva, Imhoff, Süling and Mityushina 1999b, 700.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01132/abstract
Halothiobacillus	Hal.o.thi.o.ba.cil' lus. Gr. n. hals sea, salt; Gr. n. thios sulfur; L. n. bacillus a small rod; L. masc. n. Thiobacillus salt-loving sulfur rodlet. Proteobacteria / Gammaproteobacteria / Chromatiales / Halothiobacillaceae / Halothiobacillus Obligately chemolithoautotrophic Gram-negative rods, 0.3–0.6 × 1.0–2.5 µm, occurring singly or in pairs. Energy for growth is obtained from the oxidation of reduced inorganic sulfur compounds (thiosulfate, tetrathionate, trithionate, sulfur, and sulfide, but not thiocyanate); unable to oxidize ferrous iron. Tolerant of high concentrations of solutes (e.g., 4 M NaCl; 0.25 M sodium thiosulfate), with some strains showing moderate halophily with a requirement for NaCl (optima 0.4–1.0 M NaCl). Optimum temperature for growth 30–42°C and optimum pH 6.5–8.0. During growth on reduced sulfur compounds, pH is changed from neutrality to pH 2.5–3.0. Contain ubiquinone Q-8. Member of the Gammaproteobacteria. The mol% G + C of the DNA is: 56–67. Type species: Halothiobacillus neapolitanus (Parker 1957) Kelly and Wood 2000, 515 (Thiobacillus neapolitanus Parker 1957, 86.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01133/abstract
Alterococcus	Al.te.ro.coc' cus. L. alter another; Gr. n. coccus a grain or berry; M.L. masc. n. Alterococcus another coccus. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Alterococcus Spherical cells 0.8–0.9 μm in diameter, occurring singly or in pairs. Motile by means of a single flagellum. Gram negative. Facultatively anaerobic, capable of aerobic and anaerobic fermentation. Chemoheterotrophic. Oxidase and catalase positive. Optimum temperature for growth, 45°C. No growth occurs at 30°C or 60°C. Halophilic; growth occurs in the presence of 1–3% NaCl (optimum, 2.0%), but not 0% or 5% NaCl. The major cellular fatty acid is anteiso-15-carbon acid (C15:0 anteiso). Cause agar liquefaction. Habitat: coastal hot springs. The mol% G + C of the DNA is: 65.5–67.0. Type species: Alterococcus agarolyticus Shieh and Jean 1999, 341 (Effective publication: Shieh and Jean 1998, 644)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01134/abstract
Arsenophonus	Ar.se.no.pho' nus. Gr. n. arsen a male; Gr. suff. phonus slayer; N.L. masc. n. Arsenophonus male-killer. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Arsenophonus Cells are Gram-negative, nonmotile, nonsporeforming, nonflagellated, long to highly filamentous rods, which divide by septation. The bacteria infect insect tissues. The type species can be cultivated on cell-free media. Colonies are mucoid, gray-white, round, and convex with entire edges. Enzymatically digested proteins best serve as nitrogen sources. Does not utilize KNO3, (NH4)2SO4, complete defined amino acid mixtures, or acid-hydrolyzed peptones as nitrogen sources. Sugars sucrose, fructose, and D-glucose are utilized as primary carbon sources. Weak growth occurs with maltose, trehalose, cellobiose, and D-xylose. Acid is produced with D-glucose, fructose, and sucrose. Growth is negative with L-arabinose, glycerol, dulcitol, lactose, D-mannitol, raffinose, and i-inositol. Positive for catalase and gelatin liquefaction; negative for Voges–Proskauer, methyl red, nitrate reduction, indole, oxidase, hydrogen sulfide, o-nitrophenyl-β-D-galactopyranoside, lysine and ornithine decarboxylase, urease, and arginine dehydrolase. Cells grow at pH 6.2–8.7 (optimum pH range 7.4–8.0), and a temperature range of 15–35°C (30°C optimum). The mol% G + C of the DNA is: 39.5. Type species: Arsenophonus nasoniae Gherna Werren, Weisburg, Cote, Woese, Mandelco and Brenner 1991, 564.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01135/abstract
Brenneria	Bren.ne' ri.a. M.L. fem. n. Brenneria named after Don J. Brenner. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Brenneria Cells are 0.5–1.0 × 1.3–3.0 µm; have rounded ends; occur singly or rarely in pairs. Gram negative. Motile by peritrichous flagella. Facultatively anaerobic, but anaerobic growth by some species is weak. Optimum temperature, 27–30°C; maximum temperature for growth is 40°C. Oxidase negative. Catalase positive. Acid is produced from fructose, D-galactose, D-glucose, D-mannose, salicin, and sucrose but not from adonitol or dulcitol. Do not possess arginine decarboxylases, arginine dihydrolase, lysine decarboxylases, ornithine decarboxylases, or starch hydrolase. The mol% G + C of the DNA is: 50.1–56.1 (Tm, Bd). Type species: Brenneria salicis (Day 1924) Hauben, Moore, Vauterin, Steenackers, Mergaert, Verdonck and Swings 1999a, 1 (Effective publication: Hauben, Moore, Vauterin, Steenackers, Mergaert, Verdonck and Swings 1998a, 394) (Erwinia salicis (Day 1924) Chester 1936, 406; “Bacterium salicis” Day 1924, 14.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01136/abstract
Buchnera	Buch.ne' ra. M.L. fem. n. Buchnera named for Paul Buchner, German biologist who made extensive contributions to the study of endosymbiosis. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Buchnera Round or slightly oval cells, 2–5 µm in diameter. Gram-negative cell wall, lack flagella. Cells divide by binary fission. Do not form resting stages or endospores. Found in bacteriocytes of aphids in vesicles derived from the host membranes. Capable of respiration. Cannot be cultivated outside the aphid host. Essential for the survival of the aphid. The mol% G + C of the DNA is: 26–27. Type species: Buchnera aphidicola Munson, Baumann and Kinsey 1991b, 567.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01137/abstract
Budvicia	Bud.vi' ci.a. L. fem. n. Budvicia derived from Budvicium, the Latin name of the city České Budějovice where the bacterium was first isolated. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Budvicia Small, straight, rod-shaped cells, nonsporeforming, nonencapsulated, and Gram negative, conforming to the general definition of the family Enterobacteriaceae. Contains the enterobacterial common antigen. Motile, producing peritrichous flagella when grown at 22°C; less motile at 36°C. Grows on laboratory media including MacConkey agar. Grows slowly on nutrient agar, forming colonies only about 0.1 mm at 24 h, 36°C; colonies are five times larger when grown at 30°C for 24 h. More active biochemically at 25°C than 36°C. Oxidase negative, reduce nitrate to nitrite. Positive for: H2S production, urea hydrolysis, and fermentation of glucose, L -arabinose, L -rhamnose, D -xylose, and D-galactose. The mol% G + C of the DNA is: 46 ± 1 (Bouvet et al., 1985); 51–54 (Aldová et al., 1983). Type species: Budvicia aquatica Aldová, Hausner, and Gabrhelová in Bouvet, Grimont, Richard, Aldová, Hausner and Gabrhelová 1982, 63.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01138/abstract
Buttiauxella	But.ti' aux' el.la. M.L. dim. ending -ella; M.L. fem. n. Buttiauxella named after René Buttiaux, a French microbiologist for his numerous contributions to the taxonomy of Enterobacteriaceae. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Buttiauxella Straight rods, 0.5–0.7 × 2–3 μm, conforming to the general definition of the family Enterobacteriaceae. Gram negative, motile by peritrichous flagella. Facultatively anaerobic. Chemoorganotrophic. Psychrotolerant, growing at 4°C. D-Glucose is fermented with the production of acid and gas. Nitrate is reduced to nitrite. Oxidase negative, catalase positive. Most strains are methyl red positive. The majority of strains are indole negative. Acids are produced from various carbohydrates, including L-arabinose, cellobiose, maltose, D -mannose, L -rhamnose, D -xylose, and salicin. 16S rDNA sequence analysis of the type strain of Buttiauxella agrestis clearly places the genus in the family Enterobacteriaceae within the Gammaproteobacteria. Often isolated from fresh water, but also found in soil, and especially in the intestines of snails and slugs from various regions in the world. The mol% G + C of the DNA is: 47–51. Type species: Buttiauxella agrestis Ferragut, Izard, Gavini, Lefebvre and Leclerc 1982, 266, emend. Müller, Brenner, Fanning, Grimont and Kämpfer 1996, 60 (Effective publication: Ferragut, Izard, Gavini, Lefebvre and Leclerc 1981, 40).	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01139/abstract
Calymmatobacterium	Ca.lym.ma.to.bac.te' ri.um. Gr. n. calymma mantle, sheath; Gr. dim. neut. n. bakterion a small rod; M.L. neut. n. Calymmatobacterium the sheathed rodlet. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Calymmatobacterium Pleomorphic rods, 0.5–1.5 × 1.0–2.0 μm, with rounded ends. Occur singly or in clusters. The cells exhibit single or bipolar condensation of chromatin. Capsules are present. Gram negative. Nonmotile. The exudate from infected tissues, when stained by Wright's stain or by Giemsa stain, demonstrates characteristic intracellular organisms in the cytoplasm of large mononuclear phagocytes (“Donovan bodies”). Can be cultivated in vivo in the yolk sac of embryonated chicken eggs, peripheral blood mononuclear cells, and human epithelial (HEp-2) monolayers, or in vitro on special egg yolk-containing media; has not been reproducibly cultivated in bacteriologic media. Optimum growth temperature, 37°C. Pathogenic for humans, causing Donovanosis (granuloma inguinale). The mol % G + C of the DNA is: not known. Type species: Calymmatobacterium granulomatis Aragão and Vianna 1913, 221.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01140/abstract
Candidatus Phlomobacter	Phlo.mo.bac.ter. Gr. n. phlomos bark; Gr. n. bakterion a small rod; M.L. neut. Phlomobacter rod in the bark. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Candidatus Phlomobacter Filamentous bacteria occurring in the sieve tubes of phloem tissue of plants (Figures 1 and 2). The original description is from infected strawberry plants (Fragaria × ananassa) showing leaf marginal chlorosis and stunting in France (Nourrisseau et al., 1993). Like most other phloem-restricted bacteria, Candidatus Phlomobacter fragariae has resisted in vitro cultivation. The mol% G + C of the DNA is: not determined. Type species: Candidatus Phlomobacter fragariae Zreik, Bové and Garnier 1998, 260.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01141/abstract
Cedecea	Ce.de' ce.a. M.L. fem. n. Cedecea formed from the abbreviation CDC. The named was coined by P.A.D. Grimont and F. Grimont for the Centers for Disease Control, Atlanta, Georgia, where the organisms were originally recognized as a new group and named Enteric Group 15. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Cedecea Rod-shaped cells 0.6–0.7 × 1.3–1.9 µm, conforming to the general definition of the family Enterobacteriaceae. Gram negative. Motile, with five to nine peritrichous flagella. Grow at 15°, 20°, and 37°C. Facultatively anaerobic. Catalase positive, strong and rapid. Oxidase negative. Nonpigmented. Reduce nitrate to nitrite. The mol% G + C of the DNA is: 48–52. Type species: Cedecea davisae Grimont, Grimont, Farmer and Asbury 1981a, 325.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01142/abstract
Citrobacter	Cit.ro.bac' ter. L. n. citrus lemon; M.L. n. bacter a small rod; M.L. masc. n. Citrobacter a citrate-utilizing rod. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Citrobacter Straight rods, ~1.0 µm × 2.0–6.0 µm. Occur singly and in pairs. Conform to the general definition of the family Enterobacteriaceae. Usually not encapsulated. Gram negative. Usually motile by peritrichous flagella. Facultatively anaerobic, having both a respiratory and a fermentative type of metabolism. Grow readily on ordinary media. Colonies on nutrient agar are generally 2–4 mm in diameter, smooth, low convex, moist, translucent or opaque, and gray with a shiny surface and entire edge. Mucoid or rough forms may occur occasionally. Oxidase negative. Catalase positive. Chemoorganotrophic. Citrate can be utilized as a sole carbon source by most strains. Lysine is not decarboxylated. Alginate and pectate are not decomposed. D-glucose is fermented with the production of acid and gas. The methyl red test is positive; the Voges–Proskauer test is negative. Occur in the feces of humans and some animals; probably normal intestinal inhabitants. Sometimes pathogenic and often isolated from clinical specimens as opportunistic pathogens. Can also be found in soil, water, sewage, and food. The mol% G + C of the DNA is: 50–52 (Tm). Type species: Citrobacter freundii (Braak 1928) Werkman and Gillen 1932, 173 (Bacterium freundii Braak 1928, 140.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01143/abstract
Edwardsiella	Ed.ward.si.el' la. M.L. dim. ending -ella; M.L. fem. n. Edwardsiella named after the American bacteriologist RR. Edwards (1901–1966). Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Edwardsiella Straight rods, ~1.0 × 2.0–3.0 µm, conforming to the general definition of the family Enterobacteriaceae. Gram negative. Motile by peritrichous flagella, but nonmotile strains may occur. Facultatively anaerobic. Growth occurs on ordinary media with small colonies (0.5–1.0 mm in diameter) after 24 h incubation. Optimum temperature, 37°C, except for E. ictaluri, which prefers a lower temperature. Nicotinamide and amino acids are required for growth. Reduce nitrate to nitrite. Ferment D-glucose with the production of acid and often gas. Also ferment a few other carbohydrates but are inactive compared to many taxa in the family Enterobacteriaceae. Usually resistant to colistin but susceptible to most other antibiotics, including penicillin. Frequently isolated from river fish and cold-blooded animals and their environment, particularly fresh water. Pathogenic for eels, catfish, and other animals, sometimes causing economic losses; also opportunistic pathogen and possibly rare cause of gastroenteritis for humans. A member of the Gammaproteobacteria. The mol% G + C of the DNA is: 53–59. Type species: Edwardsiella tarda Ewing and McWhorter in Ewing, McWhorter, Escobar and Lubin 1965, 37.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01144/abstract
Enterobacter	En.te.ro.bac' ter. Gr. neut. n. enteron intestine; M.L. masc. n. bacterequivalent of bacterium, a small rod; M.L. masc. n. Enterobacter intestinal small rod. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Enterobacter Straight rods, 0.6–1.0 × 1.2–3.0 µm, conforming to the general definition of the family Enterobacteriaceae. Motile by peritrichous flagella (generally 4–6). Gram negative. Facultatively anaerobic. Growth occurs readily on ordinary media. Glucose is fermented with production of acid and gas (generally CO2:H2 = 2:1). Gas is not produced from glucose at 44.5°C. Most strains give a positive Voges–Proskauer reaction and a negative methyl red test. An alkaline reaction occurs in Simmons citrate and malonate broth. Nitrate is reduced to nitrite. H2S is not produced from thiosulfate. Tetrathionate is not reduced. Corn oil and tributyrin are not hydrolyzed. Gelatin, DNA, and Tween 80 are either not, or very slowly, hydrolyzed. L-Arabinose, D-cellobiose, D-fructose, D-galactose, D-galacturonate, gentiobiose, D-gluconate, D-glucosamine, D-glucose, D-glucuronate, 2-ketogluconate, L-malate, D-mannitol, D-mannose, D-trehalose, and D-xylose utilized by all or almost all strains, as sole source of carbon and energy. L-rhamnose utilized by all strains except Enterobacter asburiae. L-Arabitol, ethanolamine, itaconate, 3-phenylpropionate, L-sorbose, D-tartrate, tryptamine, and xylitol are not utilized. meso-Erythritol, gentisate, glutarate, and tricarballylate not utilized except by some strains of Enterobacter gergoviae. D-melezitose not utilized except by some strains of Enterobacter sakazakii. Optimum temperature for growth is 30°C. Most clinical strains grow at 37°C; some environmental strains give erratic biochemical reactions at 37°C. Widely distributed in nature; common in man and animals. The mol% G + C of the DNA is: 52–60 (Bd). Type species: Enterobacter cloacae (Jordan 1890) Hormaeche and Edwards 1960b72. Nom. Cons. Opin. 28, Jud. Comm. 1963, 38 (Bacillus cloacae Jordan 1890, 836.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01145/abstract
Erwinia	Er.wi' ni.a. M.L. fem. n. Erwinia named after Erwin F. Smith. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Erwinia Straight rods, 0.5–1.0 × 1.0–3.0 µm; occur singly or in pairs. Gram negative. Motile by peritrichous flagella. Facultatively anaerobic, but anaerobic growth by some species is weak. Optimum temperature, 27–30°C; maximum temperature for growth is 40°C. Oxidase negative. Catalase positive. Pectinase negative. Acid is produced from fructose, D-galactose, D-glucose, and sucrose but not from adonitol, arabitol, dextrin, dulcitol, inulin, maltose, starch, and tagatose. Utilize fumarate, D-galactose, gluconate, D-glucose, glycerol, β-methylglucoside, malate, and succinate, but not L-arabitol, benzoate, butanol, methanol, oxalate, propionate, or sorbose as carbon- and energy-yielding sources. Utilize L-alanine, L-glutaminic acid, glycylglycine, and L-serine, but not kynureninic acid and trigonelline, as nitrogen sources. Sensitive to chloramphenicol, furazolidone, nalidixinic acid, oxytetracyline, and tetracycline. Do not possess arginine dihydrolase, caseinase, pectinase, phenylalanine deaminase, or urease. Associated with plants as pathogens, saprophytes, or constituents of the epiphytic flora. The mol% G + C of the DNA is: 49.8–54.1. Type species: Erwinia amylovora (Burrill 1882) Winslow, Broadhurst, Buchanan, Krumwiede, Rogers and Smith 1920, 209 emend. Hauben, Moore, Vauterin, Steenackers, Mergaert, Verdonck and Swings 1999a, 1 (Micrococcus amylovorus Burrill 1882, 134.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01146/abstract
Escherichia	Esch.er.i' chi.a. M.L. fem. n. Escherichia named after Theodor Escherich, who isolated the type species of the genus. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Escherichia Straight cylindrical rods, 1.1–1.5 × 2.0–6.0 µm, occurring singly or in pairs. Conform to the general definition of the family Enterobacteriaceae. Gram negative. Motile by peritrichous flagella or nonmotile. Aerobic and facultatively anaerobic having both a respiratory and a fermentative type of metabolism, but anaerogenic biotypes occur. Oxidase negative. Chemoorganotrophic. Both acid and gas are formed from most fermentable carbohydrates, but i-inositol is not utilized and D-adonitol is utilized only by Escherichia fergusonii. Lactose is fermented by most strains of Escherichia coli , but fermentation may be delayed or absent in Escherichia blattae, Escherichia hermannii, Escherichia fergusonii, and Escherichia vulneris. Do not grow in KCN (with the exception of E. hermannii and a small proportion of E . vulneris ). Usually do not produce H2S. E. coli occur naturally in the lower part of the intestine of warm-blooded animals, E. blattae in the hind-gut of cockroaches, and E. fergusonii, E. hermannii, and E. vulneris are found in the intestine, as well as extraintestinal sites of warm-blooded animals. Seven copies of the rrn operon with genes coding for 16S, 23S, and 5S rRNA are present on the chromosome of E. coli. Comparative sequence analysis between the genes for 16S rRNA of E. coli, E. vulneris, and E. hermannii and homologous genes from all eubacteria places E. coli and E. vulneris together in a tightly related cluster with shigellae, and E. hermannii between Salmonella spp. and Citrobacter freundii (Cilia et al., 1996). Based on 16S rRNA sequencing, escherichiae belong in the Gammaproteobacteria. The mol% G + C of the DNA is: 48–59. Type species: Escherichia coli (Migula 1895) Castellani and Chalmers 1919, 941 (Bacillus coli Migula 1895, 27.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01147/abstract
Ewingella	Ewing.el' la. M.L. dim. ending -ella; M.L. fem. n. Ewingella named to honor William H. Ewing an American bacteriologist who made many contributions to the nomenclature and classification of the families Enterobacteriaceae and Vibrionaceae. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Ewingella Small rod-shaped cells, 0.6–0.7 × 1–1.8 µm, conforming to the general definition of the family Enterobacteriaceae. Contains the enterobacterial common antigen. Motile by 3–10 peritrichous flagella. Facultatively anaerobic. Gram negative, oxidase negative, catalase positive. Some strains grow faster and are more active biochemically at 25°C than 36°C. Positive reactions for methyl red, Voges–Proskauer, citrate utilization (Simmons), ONPG test, nitrate reduction to nitrite, and acid production from D-glucose, d -mannitol, salicin, trehalose, d -arabitol, d -mannose, and D-galactose. Utilize 35 of 156 carbon sources. Negative reactions for indole production, H2S production (TSI), urea hydrolysis, phenylalanine deaminase, lysine decarboxylase, arginine dihydrolase, ornithine decarboxylase, gelatin hydrolysis (22°C), growth in KCN, malonate utilization, acetate utilization, lipase (corn oil), DNase production, pigment production, and fermentation of sucrose, dulcitol, adonitol, myo-inositol, D-sorbitol, L-arabinose, raffinose, maltose, D-xylose, cellobiose, α-methyl-D-glucoside, erythritol, melibiose, and mucate. No visible gas is produced during fermentation. Susceptible to colistin, nalidixic acid, sulfadiazine (most strains), gentamicin, streptomycin, kanamycin, tetracycline, chloramphenicol, and carbenicillin (disk diffusion method on Mueller-Hinton agar); resistant to penicillin and cephalothin; variable susceptibility to ampicillin. The mol% G + C of the DNA is: 53.6–55.2. Type species: Ewingella americana Grimont, Farmer, Grimont, Asbury, Brenner and Deval 1984a, 91 (Effective publication: Grimont, Farmer, Grimont, Asbury, Brenner and Deval 1983a, 41.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01148/abstract
Hafnia	Haf' ni.a. L. fem. n. Hafnia the old name for Copenhagen. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Hafnia Straight rods, ~1.0 × 2.0–5.0 µm, conforming to the general definition of the family Enterobacteriaceae. Not encapsulated. Gram negative. Motile by peritrichous flagella at 30°C, but nonmotile strains may occur. Facultatively anaerobic. Oxidase negative. Catalase positive. The majority of strains utilize citrate as a sole carbon source at 30°C after 3–4 d of incubation. Nitrate is reduced to nitrite. H2S is not produced in the butt of Kligler iron agar. Gelatinase, lipase, and deoxyribonuclease are not produced. Alginate is not utilized. Pectate is not decomposed. Phenylalanine deaminase is not produced. Lysine and ornithine decarboxylase tests are positive, but the arginine dihydrolase test is negative. D-Glucose is fermented with the production of acid and gas. Acid is not produced from D-sorbitol, raffinose, melibiose, d -adonitol, d -arabitol, and myo-inositol. The methyl red test is usually positive at 35°C and negative at 22°C. Acetylmethylcarbinol is usually produced from D-glucose at 22–28°C but may not be produced at 35°C. Occur in the feces of humans and a wide range of animals including birds; also occur in sewage, soil, water, and dairy products. A member of the Gammaproteobacteria. The mol% G + C of the DNA is: 48–49. Type species: Hafnia alvei Møller 1954, 272.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01149/abstract
Klebsiella	Kleb.si.el' la. M.L. dim. ending -ella; M.L. fem. n. Klebsiella named after Edwin Klebs (1834–1913), a German bacteriologist. Proteobacteria / Gammaproteobacteria / Enterobacteriales / Enterobacteriaceae / Klebsiella Straight rods, 0.3–1.0 × 0.6–6.0 μm, arranged singly, in pairs or short chains; often surrounded by a capsule. Conform to the general definition of the family Enterobacteriaceae. Gram negative. Nonmotile (except K. mobilis). Facultatively anaerobic, having both a respiratory and a fermentative type of metabolism. Grow on meat extract media (except K. granulomatis, which has not been cultured), producing more or less dome-shaped, glistening colonies of varying degrees of stickiness depending on the strain and the composition of the medium. Oxidase negative. Glucose is fermented with the production of acid and gas (more CO2 is produced than H2), but anaerogenic strains occur. Most strains produce 2,3-butanediol as a major end product of glucose fermentation. The Voges–Proskauer test is usually positive. Lactic, acetic, and formic acids are formed in smaller amounts and ethanol in larger amounts than in a mixed acid fermentation. All strains utilize L-arabinose, D-arabitol, D-cellobiose, citrate, D-fructose, D-galactose, D-glucose, 2-ketogluconate, maltose, D-mannitol, D-melibiose, D-raffinose, D-trehalose, and D-xylose as sole carbon sources. With the exception of some K. pneumoniae subsp. ozaenae strains, all Klebsiella strains utilize myo-inositol, l -rhamnose, and sucrose as sole carbon sources. With the exception of some K. pneumoniae subsp. ozaenae and K. pneumoniae subsp. rhinoscleromatis strains, all strains utilize lactose and D-sorbitol as sole carbon sources. No strain utilizes betaine, caprate, caprylate, glutarate, itaconate, 3-phenylpropionate, and propionate. H2S is not produced, β-glucuronides are not hydrolyzed, and L-tryptophan and L-histidine are not deaminated. Ornithine is not decarboxylated by klebsiellae strains except K. mobilis, K. ornithinolytica, and rare strains of K. pneumoniae. Most strains hydrolyze urea and β-galactosides. Some strains fix nitrogen. Occur in intestinal contents, clinical specimens from humans and animals (e.g., horses, swine, monkeys), soil, water, or on plants. The mol% G + C of the DNA is: 53–58. Type species: Klebsiella pneumoniae (Schroeter 1886) Trevisan 1887, 94 (Hyalococcus pneumoniae Schroeter 1886, 1952.)	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm01150/abstract
